Birchip, 3483
Nanneella, 3561
Lara, 3212
Boundary Bend, 3599
Parwan, 3340
Sydenham, 3037
Marong, 3515
Bennison, 3960
Tarranyurk, 3414
Gre Gre, 3478
Bolton, 3546
Mepunga West, 3277
Sandhill Lake, 3579
Port Franklin, 3964
Sheep Hills, 3392
Coronet Bay, 3984
Martins Creek, 3888
Skye, 3977
Redcastle, 3523
Heathcote, 3523
Quantong, 3401
Trafalgar, 3824
Riggs Creek, 3666
Robinson, 3019
Connewirricoo, 3318
Muskerry East, 3557
Broadwater, 3301
Moonee Vale, 3055
Berringa, 3351
Riddells Creek, 3431
Pine Grove East, 3573
Port Albert, 3971
Yalmy, 3885
Strathewen, 3099
Tittybong, 3542
Coburg, 3058
Grenville, 3352
Buckland, 3740
Narre Warren South, 3805
Medlyn, 3478
Glengarry, 3854
White Hills, 3550
Girgarre, 3624
Maffra, 3860
Horsham, 3401
Beveridge, 3753
Mount Egerton, 3352
Benalla West, 3672
Laanecoorie, 3463
Oakleigh East, 3166
Clifton Hill, 3068
Cocoroc, 3030
Euroa, 3666
Main Ridge, 3928
Cotswold, 3465
Wongarra, 3221
Kevington, 3723
Minhamite, 3287
Glenloth East, 3527
Panmure, 3265
Hopevale, 3396
South Geelong, 3220
Mt Baw Baw, 3833
Digby, 3309
Reefton, 3799
Yelta, 3505
Warrandyte South, 3134
Wangaratta West, 3677
Zeerust, 3634
Sherbrooke, 3789
Middle Creek, 3375
Nerrin Nerrin, 3351
Cardross, 3496
Vinifera, 3591
Golden Square, 3555
Nunawading, 3131
Muskerry, 3557
Germantown, 3741
Strathmore, 3041
Kerrie, 3434
Woodside Beach, 3874
Robinvale Irrigation District Section C, 3549
Arcadia, 3631
Goomalibee, 3673
Germania, 3387
Pranjip, 3665
Dalmore, 3981
Edithvale, 3196
Bogong, 3699
Guildford, 3451
Colliver, 3630
Strathfieldsaye, 3551
Whorouly, 3735
Sumner, 3057
Lovely Banks, 3213
Buffalo River, 3737
Kobyboyn, 3660
Nareewillock, 3525
Fingal, 3939
Gowanbrae, 3043
Jarklin, 3517
Yanakie, 3960
Hanging Rock, 3442
Wangoom, 3279
Lake Condah, 3303
Healesville, 3777
Cowleys Creek, 3268
Pier Milan, 3533
Frankston, 3199
Porcupine Flat, 3463
Newcomb, 3219
Cowangie, 3506
Tallangatta South, 3701
Canary Island, 3537
Konongwootong, 3315
Mcmillans, 3568
Fumina South, 3825
Johanna, 3238
Brentford Square, 3131
Mincha West, 3568
Dockers Plains, 3678
Goorambat, 3725
Panitya, 3512
Crooked River, 3862
Derrinallum, 3325
Trentham, 3458
The Settlement, 3561
Edi Upper, 3678
Buchan South, 3885
Merriang South, 3737
Fountain Gate, 3805
Harkaway, 3806
Mount Duneed, 3217
Fosterville, 3557
Irrewarra, 3249
Malvern, 3144
Kooyong, 3144
Darlimurla, 3871
Croydon South, 3136
Drumcondra, 3215
Childers, 3824
Bena, 3946
Boralma, 3682
Woodglen, 3875
Carapook, 3312
Tourello, 3363
Tyabb, 3913
Pines Forest, 3200
Blowhard, 3352
Benalla, 3672
Belmont, 3216
Tatong, 3673
Cope Cope, 3480
Inverloch, 3996
Gringegalgona, 3315
Towan, 3596
Patterson Lakes, 3197
Beaconsfield Upper, 3808
Point Wilson, 3212
Bonn, 3561
Berrambool, 3379
Nangiloc, 3494
Colac East, 3250
Athlone, 3818
Lubeck, 3381
Burnside, 3023
Ledcourt, 3385
Montrose, 3765
Dewhurst, 3808
Kooroocheang, 3364
Mount Tassie, 3844
Watchem, 3482
World Trade Centre, 3005
Sandford, 3312
Goldsborough, 3472
Minyip, 3392
Carpendeit, 3260
Cobram East, 3644
St Albans, 3021
Smoko, 3741
Silverleaves, 3922
Yarrawalla, 3575
Jumbunna, 3951
Peterborough, 3270
Burkes Flat, 3475
Runnymede, 3558
Apsley, 3319
Oxley Flats, 3678
Glengarry North, 3854
Mount Best, 3960
Katandra West, 3634
Moolap, 3221
Mount Taylor, 3875
Main Lead, 3373
Avon Plains, 3478
Wheatsheaf, 3461
Waranga Shores, 3612
Combienbar, 3889
East Warburton, 3799
Mount Slide, 3763
Myola East, 3551
Mokepilly, 3380
Anglesea, 3230
Lavers Hill, 3238
Greta South, 3675
Hotham Heights, 3741
Mount Clear, 3350
Tamboritha, 3858
Fernbank, 3864
Brookville, 3896
Merricks Beach, 3926
Minmindie, 3537
Yalca, 3637
Giffard, 3851
Mount Cole Creek, 3377
Deepdene, 3103
Leslie Manor, 3260
Kiata, 3418
Smiths Gully, 3760
Bedford Road, 3135
Chirrip, 3525
Cudgee, 3265
Sandringham, 3191
Carapooee West, 3478
Warmur, 3482
Rowsley, 3340
South Morang, 3752
Carlton South, 3053
Campbells Creek, 3451
Wangaratta, 3677
Caringal, 3825
Parkdale, 3195
Chelsea Heights, 3196
Jacob Creek, 3825
Williams Landing, 3027
Wooragee, 3747
Evansford, 3371
Howqua, 3723
Murray-Sunset, 3490
Waterways, 3195
Grovedale East, 3216
Archdale, 3475
Wonga Park, 3115
Perry Bridge, 3862
Gannawarra, 3568
Seaview, 3821
Barnawartha, 3688
Cabbage Tree, 3364
Cross Roads, 3373
Spargo Creek, 3461
Tintaldra, 3708
Somerton, 3062
Adams Estate, 3984
Denicull Creek, 3377
Dean, 3363
Waaia, 3637
St Helena, 3088
Licola, 3858
Yeungroon East, 3525
Glen Waverley, 3150
Cocamba, 3546
Central Park, 3145
Aspendale, 3195
Airly, 3851
Wonyip, 3962
Nareeb, 3293
Paaratte, 3268
Lorne, 3232
Arbuckle, 3858
Seabrook, 3028
Moyarra, 3951
Shelbourne, 3515
Koonoomoo, 3644
Lake Tyers Beach, 3909
Toolleen, 3551
Natimuk, 3409
Jeffcott North, 3480
Leonards Hill, 3461
Nareen, 3315
Alberton West, 3971
Noble Park East, 3174
Mount Mercer, 3352
Watergardens, 3038
South Kingsville, 3015
Ashwood, 3147
Cape Schanck, 3939
Wongungarra, 3862
Don Valley, 3139
Maffra West Upper, 3859
Calivil, 3573
Dobie, 3377
Jamieson, 3723
Bruarong, 3749
Edenhope, 3318
Rose River, 3678
Lyons, 3304
Tanjil, 3825
Axe Creek, 3551
Kew East, 3102
Casterton, 3311
Jilpanger, 3409
Carlisle River, 3239
Toongabbie, 3856
Ingliston, 3342
Cora Lynn, 3814
Cowes, 3922
Nutfield, 3099
Dunrobin, 3312
Dunkeld, 3294
Boho South, 3669
Bengworden, 3875
Loch Valley, 3833
Mittyack, 3533
Whitlands, 3678
Balwyn North, 3104
Monash University, 3800
Cremorne, 3121
Oakvale, 3540
Tarilta, 3451
Porcupine Ridge, 3461
Wild Dog Valley, 3953
Whoorel, 3243
Bearii, 3641
Purnim West, 3278
Maldon, 3463
Cheltenham, 3192
Brunswick East, 3057
Nilma, 3821
Hordern Vale, 3238
Coomboona, 3629
Caulfield South, 3162
Kerrisdale, 3660
Guys Hill, 3807
Knebsworth, 3286
Yambuk, 3285
Gerrigerrup, 3289
Wingeel, 3321
Lake Rowan, 3727
Box Hill Central, 3128
Banyena, 3388
Beenak, 3139
Strzelecki, 3950
King Valley, 3678
Yackandandah, 3749
Lillicur, 3371
Herne Hill, 3218
Reynard, 3858
Allansford, 3277
Blakeville, 3342
Smeaton, 3364
Gillieston, 3616
Moorooduc, 3933
Connewarre, 3227
Leongatha North, 3953
Jungaburra, 3575
Swanpool, 3673
Walkerville, 3956
Kariah, 3260
Tootgarook, 3941
Welshmans Reef, 3462
Auburn South, 3122
Bell Park, 3215
Bona Vista, 3820
Allendale, 3364
Goldie, 3435
Highlands, 3660
Tarrawingee, 3678
Tinamba West, 3859
Whiteheads Creek, 3660
Camberwell North, 3124
Wurdiboluc, 3241
Myrrhee, 3732
Patchewollock, 3491
Chapel Street North, 3141
Waanyarra, 3551
North Wangaratta, 3678
West Bendigo, 3550
Stonyford, 3260
Jericho, 3825
Boneo, 3939
Dallas, 3047
Longwood East, 3666
Robinvale Irrigation District Section D, 3549
Reservoir South, 3073
Ascot, 3551
Doncaster Heights, 3109
Nullawil, 3529
Framlingham, 3265
Kongwak, 3951
Boorolite, 3723
Hazelwood, 3840
Redbank, 3478
Mount Buffalo, 3740
Traralgon East, 3844
Yabba South, 3646
Pira, 3585
West Melbourne, 3003
Deakin University, 3217
Bradford, 3463
Hume Weir, 3691
Red Lion, 3371
Seville East, 3139
Longwood, 3665
Germania, 3381
Riverslea, 3860
Elizabeth Island, 3921
Burkes Bridge, 3568
Valencia Creek, 3860
South Wharf, 3006
Kyabram South, 3620
Kilmore East, 3764
Tanwood, 3478
Toolangi, 3777
Willenabrina, 3393
Jeffcott, 3480
Walpa, 3875
Bulart, 3314
Picola West, 3639
Warneet, 3980
Airport West, 3042
Raymond Island, 3880
Wood Wood, 3596
Nunniong, 3896
Pastoria, 3444
Donnybrook, 3064
Warncoort, 3243
Brooklyn, 3012
Rochester West, 3561
Swan Hill West, 3585
Geelong West, 3218
Foster North, 3960
Cheltenham North, 3192
Carlsruhe, 3442
Toolome, 3860
Waratah Bay, 3959
Bullarook, 3352
Goulburn Weir, 3608
Carwarp, 3494
Hawkesdale, 3287
Longlea, 3551
Stewarton, 3725
Koyuga, 3622
Walwa, 3709
Rosanna, 3084
Wallaloo, 3387
Caralulup, 3371
Eastville, 3463
Laen North, 3480
Thorpdale, 3835
Deep Lead, 3385
Moonlight Flat, 3450
Research, 3095
Waitchie, 3544
Bethanga, 3691
Wannon, 3301
Mafeking, 3379
Newlyn, 3364
Meringur, 3496
Big Hill, 3555
Jarrahmond, 3888
Craigieburn, 3064
Wooreen, 3953
Colac West, 3250
Somerton Park, 3851
Rich Avon West, 3480
Hoddle, 3959
Coldstream, 3770
Appin, 3579
Altona Meadows, 3028
Nalinga, 3646
Belgrave Heights, 3160
Shepparton South, 3630
Mcmahons Creek, 3799
Barunah Park, 3329
Tarwin Lower, 3956
Boolarong, 3960
Newborough East, 3825
Boorcan, 3265
Diggora, 3561
St Albans Park, 3219
Iona, 3815
Mincha, 3575
Ulupna, 3641
Perkins Reef, 3463
Darlington, 3271
Whorouly East, 3735
Black Rock, 3193
Weeragua, 3890
Myrtleford, 3737
Kotta, 3565
Maryknoll, 3812
Enochs Point, 3723
Moorilim, 3610
Nichols Point, 3501
Caroline Springs, 3023
Jam Jerrup, 3984
Picola, 3639
Portsea, 3944
Winslow, 3281
Wheelers Hill, 3150
Swanwater West, 3480
Chillingollah, 3585
Swan Reach, 3903
Gisborne South, 3437
Glenrowan, 3675
Mount Wallace, 3342
Naringal, 3277
Torquay, 3228
Mundoona, 3635
Tyers, 3844
Macarthur, 3286
Northcote South, 3070
Macorna North, 3568
Peechelba East, 3678
Brim, 3391
Bindi, 3896
Heathmere, 3305
Dhurringile, 3610
Mittyack, 3490
Manor Lakes, 3024
Yangoura, 3858
Illabarook, 3351
Paradise, 3381
Maryvale, 3840
Clyde North, 3978
Barrabool, 3221
Hawksburn, 3142
Mollongghip, 3352
Limestone, 3717
Doreen, 3754
Wareek, 3465
Koorooman, 3953
Kanumbra, 3719
Taylors Hill, 3037
Woolenook, 3860
Langley, 3444
Ararat, 3377
Noble Park, 3174
Warrnambool East, 3280
Powers Creek, 3312
Newlyn North, 3364
Bend Of Islands, 3097
Clayton, 3168
Mambourin, 3024
Yea, 3717
Merriang, 3737
Greendale, 3341
Mount Duneed, 3216
Stoneleigh, 3373
St Arnaud East, 3478
Wilby, 3728
Tarrington, 3301
Yarrawonga South, 3730
Laen, 3480
Toolondo, 3401
Huntly North, 3551
Paynesville, 3880
Navigators, 3352
South Yarra, 3141
Barmah, 3639
Murphys Creek, 3551
Hoppers Crossing, 3029
Dederang, 3691
Greta, 3675
Mount Doran, 3334
Toora, 3962
Strathtulloh, 3338
Larralea, 3325
Boisdale, 3860
Murraydale, 3586
Bumberrah, 3902
Hawthorn North, 3122
Mansfield, 3722
Lakes Entrance, 3909
Vectis, 3401
Nine Mile, 3518
Llowalong, 3862
Hillside, 3037
Merbein, 3505
Weeaproinah, 3237
Gower, 3463
Springvale South, 3172
Tol Tol, 3549
Lucas, 3350
Bessiebelle, 3304
Colbinabbin, 3559
Barraport West, 3537
Summerfield, 3570
Myall, 3533
Ringwood East, 3135
Lethbridge, 3332
Steels Creek, 3775
Ada, 3833
Fitzroy North, 3068
Stonehaven, 3218
Willaura North, 3379
Park Orchards, 3114
Kooloonong, 3597
Linga, 3509
Alfredton, 3350
Tecoma, 3160
Rowville, 3178
Adelaide Lead, 3465
Stonehaven, 3221
Shelbourne, 3463
Moorngag, 3673
Pentland Hills, 3341
Willung South, 3847
Piangil, 3597
Dalyston, 3992
Lance Creek, 3995
Upper Plenty, 3756
Sorrento, 3943
Bonshaw, 3356
Tyntynder South, 3586
Boolarra, 3870
Labertouche, 3816
Coonooer Bridge, 3478
Sulky, 3352
Noorinbee North, 3890
Bakery Hill, 3350
Cooma, 3616
Waterloo, 3373
High Camp, 3764
Clematis, 3782
Metcalfe, 3448
Dumbalk North, 3956
Orbost, 3888
Bundoora, 3083
Mount Rowan, 3352
Rich Avon, 3480
Hurstbridge, 3099
Preston Lower, 3072
Monbulk, 3793
Dendy, 3186
Keilor North, 3036
Scotsburn, 3352
Warburton, 3799
Bushy Park, 3860
Hadfield, 3046
Breamlea, 3227
Puckapunyal, 3662
Bandiana Milpo, 3694
Cobden, 3266
Golden Point, 3350
Piggoreet, 3351
Condah Swamp, 3286
Murrabit West, 3579
Warrandyte, 3113
Langdons Hill, 3363
Seymour South, 3660
Arnold West, 3551
Douglas, 3409
Port Fairy, 3284
Stradbroke, 3851
Dinner Plain, 3898
Sovereign Hill, 3350
Glenhope, 3444
Robertsons Beach, 3971
Taradale, 3447
Officer, 3809
Bonbeach, 3196
Goongerah, 3888
Bolwarrah, 3352
St Kilda West, 3182
Tolmie, 3723
Gower, 3451
Almonds, 3727
Montgomery, 3851
Roslynmead, 3564
Catumnal, 3537
Briar Hill, 3088
Cohuna, 3568
Wee Wee Rup, 3568
Gillum, 3858
Wattle Hill, 3237
Corio, 3214
Barrys Reef, 3458
Mitchell Park, 3352
Kooreh, 3478
Ellerslie, 3265
Junortoun, 3551
Belgrave, 3160
Watchupga, 3485
Tongio, 3896
Bullengarook, 3437
Melbourne Airport, 3045
Marthavale, 3875
Marnoo West, 3387
Northwood, 3660
Acheron, 3714
Elingamite North, 3266
Bendigo South, 3550
Mingay, 3324
Cathkin, 3714
Moornapa, 3862
Sutherlands Creek, 3331
Cathcart, 3377
Iraak, 3494
Ghin Ghin, 3717
Moolort, 3465
Stratford, 3862
Inkerman, 3472
Killara, 3312
Glomar Beach, 3851
Koroit, 3282
Willaura, 3379
Greenwald, 3304
Wemen, 3549
Glen Park, 3352
Yarto, 3396
Brunswick West, 3055
Eversley, 3377
Sunderland Bay, 3922
Koornalla, 3844
Yalla-Y-Poora, 3378
Kunyung, 3930
Burramine South, 3730
Sunshine, 3020
Berriwillock, 3531
Dookie, 3646
Rossbridge, 3377
Kaniva, 3419
Burwood East, 3151
Mountain View, 3988
Mystic Park, 3579
Bellarine, 3221
Skinners Flat, 3518
Moe, 3825
Hampton, 3188
Alphington, 3078
Merricks, 3916
Ross Creek, 3351
Kunat, 3585
Cranbourne East, 3977
South Dudley, 3995
Rosedale, 3847
Chatsworth, 3379
Boole Poole, 3880
Moliagul, 3472
Werona, 3364
Dawson, 3858
Mossiface, 3885
Worrowing, 3858
Upton Hill, 3664
Wodonga, 3690
Elsternwick, 3185
Bulleen, 3105
Towong, 3707
Castella, 3777
Broadlands, 3875
Boorhaman North, 3685
Walhalla East, 3825
Warrenheip, 3352
Newlands Arm, 3875
Speewa, 3585
Culgoa, 3530
Endeavour Hills, 3802
Mount Camel, 3523
Waverley Gardens, 3170
Balook, 3971
Albert Park, 3206
Myrtle Creek, 3551
Cokum, 3542
Canadian, 3350
Borung, 3518
Tottenham, 3012
Percydale, 3478
Moroka, 3860
St Andrews Beach, 3941
Tyrendarra East, 3285
Kinglake, 3763
Koroop, 3579
Yando, 3537
Eumemmerring, 3177
Bellfield, 3381
Marnoo, 3387
Newry, 3859
Frankston North, 3200
Brit Brit, 3315
Glenbrae, 3352
Omeo Valley, 3898
Garfield North, 3814
Belvedere Park, 3198
Highpoint City, 3032
Mount Sabine, 3236
Warrayure, 3301
Lindenow, 3865
Mongans Bridge, 3691
Beeac, 3251
Metcalfe East, 3444
Vaughan, 3451
Williamstown, 3016
Vite Vite North, 3325
Ballarat North, 3350
Tandarra, 3571
Pearcedale, 3912
Lockington, 3563
Hesse, 3321
Kingsville, 3012
Kilmore, 3764
Kurraca West, 3518
Henty, 3312
Harcourt North, 3453
Wychitella North, 3525
Waterford Park, 3658
Great Western, 3377
Hidden Valley, 3756
Delburn, 3871
Coonooer West, 3478
Minto, 3551
Wishart, 3189
Kilsyth South, 3137
Jung, 3401
Neuarpurr, 3413
Kirkstall, 3283
Coleraine, 3315
Ballan, 3342
Joel South, 3381
Simmie, 3564
Broken Creek, 3673
Pyramid Hill, 3575
Prahran, 3181
Langwarrin, 3910
Carngham, 3351
Brodribb River, 3888
Beverford, 3590
Stockyard Hill, 3373
Tyenna, 3533
Swanwater, 3478
Berringama, 3691
Green Gully, 3462
Vermont South, 3133
Strathlea, 3364
Tambo Upper, 3885
Tarra Valley, 3971
Yallambie, 3085
Terrappee, 3525
Hillside, 3875
Baringhup, 3463
Mirboo North, 3871
Lake Goldsmith, 3373
Southern Cross, 3283
Happy Valley, 3351
Black Rock North, 3193
Melbourne University, 3052
Essendon North, 3041
Lake Lonsdale, 3381
Cottles Bridge, 3099
Kennedys Creek, 3239
Brucknell, 3268
Emu Creek, 3551
Karyrie, 3483
Shady Creek, 3821
Three Bridges, 3797
Korumburra, 3950
Benambra, 3900
Deep Lead, 3381
Mount Macedon, 3441
Gooramadda, 3685
West Footscray, 3012
Wando Bridge, 3312
Ky West, 3621
Sandhurst, 3977
Rostron, 3381
Naroghid, 3266
Serviceton, 3420
Lake Tyrrell, 3533
Rhymney, 3377
Ivanhoe North, 3079
Waurn Ponds, 3216
Strathdownie, 3312
Yannathan, 3981
Hopetoun Gardens, 3162
Almurta, 3979
Jacana, 3047
Pomborneit, 3260
Sunnycliffs, 3496
Derby, 3516
Rocklands, 3401
Campbellfield, 3061
Mentone East, 3194
Glenmore, 3340
Giffard, 3850
Sailors Falls, 3461
Yinnar, 3869
St Kilda, 3182
Barongarook, 3249
Corop, 3559
Delacombe, 3356
Grassdale, 3302
Creswick, 3363
Tatura, 3616
Pine Lodge, 3631
Wimbledon Heights, 3922
Creightons Creek, 3666
Bowenvale, 3465
Paschendale, 3315
Birregurra, 3242
Armstrong, 3377
Dry Diggings, 3461
Yeungroon, 3525
Ferndale, 3821
Appin Park, 3677
West Wodonga, 3690
Lake Fyans, 3381
Glen Falloch, 3858
Dixons Creek, 3775
Woorarra West, 3960
Newfield, 3268
Mangalore, 3663
Cape Woolamai, 3925
Darnum, 3822
Cadello, 3442
Pascoe Vale, 3044
Essendon Fields, 3041
Buragwonduc, 3858
She Oaks, 3331
Drummond North, 3446
Nap Nap Marra, 3860
Reedy Creek, 3895
Graytown, 3608
Bonnie Doon, 3720
Strathallan, 3622
Fern Hill, 3458
Allans Flat, 3691
Elingamite, 3266
Creswick North, 3363
Devils River, 3714
Paradise Beach, 3851
Dundonnell, 3271
Yering, 3770
Ultima, 3544
Cobrico, 3266
Byaduk North, 3300
Warrak, 3377
Grass Flat, 3409
Fairhaven, 3231
East Geelong, 3219
Brown Hill, 3350
Lake Wellington, 3851
Aire Valley, 3237
Morwell East, 3840
Howitt Plains, 3858
East Melbourne, 3002
Coburg North, 3058
Westbury, 3825
Wallinduc, 3351
Kealba, 3021
Syndal, 3149
Orrvale, 3631
Bridge Inn, 3380
Woorarra East, 3962
Rawson, 3825
Laverton Raaf, 3027
Rosebud, 3939
Meatian, 3585
Roxburgh Park, 3064
Chute, 3373
Newbury, 3458
Bairnsdale, 3875
South Purrumbete, 3260
Tempy, 3489
Buninyong, 3357
Armadale, 3143
Nangana, 3781
Bamawm Extension, 3564
Walhalla, 3825
Ecklin South, 3265
Upper Ferntree Gully, 3156
Pitfield, 3351
Gowar East, 3478
Waterford, 3862
Fawkner East, 3060
Warranwood, 3134
Sale East Raaf, 3852
Boronia, 3155
Kithbrook, 3666
Tabberabbera, 3875
Macleod West, 3085
Winnap, 3304
Glenfalloch, 3858
Errinundra, 3889
Yanac, 3418
Sunday Creek, 3658
Wrathung, 3860
Rosebery, 3395
Jumbuk, 3869
Telopea Downs, 3420
Maiden Gully, 3551
Mount Dandenong, 3767
Homerton, 3304
Nathalia, 3638
Hilldene, 3660
Knoxfield, 3180
Burnley North, 3121
Morgiana, 3301
Wendouree Village, 3355
Billabong, 3858
Croydon North, 3136
Shelford, 3329
Big Desert, 3490
Walkerville North, 3956
Gateway Island, 3691
Myrtlebank, 3851
Eurobin, 3739
Bamawm Extension, 3561
Stony Creek, 3957
Noble Park North, 3174
St Kilda East, 3183
Kanagulk, 3401
Albanvale, 3021
Woorinen North, 3589
Bullarto South, 3461
Travancore, 3032
Arthurs Creek, 3099
Garden City, 3207
Newbridge, 3551
Gunyah, 3960
Lindsay Point, 3496
Seddon, 3011
Norlane, 3214
Hattah, 3501
Alexandra, 3714
Panton Hill, 3759
Hillcrest, 3351
Everton Upper, 3678
Woori Yallock, 3139
Upotipotpon, 3673
Flemington, 3031
Wattle Glen, 3096
Waratah North, 3959
Johnsonville, 3902
The Honeysuckles, 3851
Devon North, 3971
Archdale Junction, 3475
Sailors Gully, 3556
Thornhill Park, 3335
Elmhurst, 3469
Muckatah, 3644
Chiltern, 3683
Murrindindi, 3717
Ravenswood South, 3453
Muntham, 3315
East Bendigo, 3550
Forrest, 3236
Capels Crossing, 3579
Cowwarr, 3857
Bringalbert, 3319
Kallista, 3791
Meeniyan, 3956
Drik Drik, 3304
Mount Buller, 3723
Snake Valley, 3351
Linton, 3360
Lower Norton, 3401
Nerring, 3373
Trida, 3953
Nuntin, 3860
Haydens Bog, 3888
Laharum, 3401
Woodend North, 3442
Trawool, 3660
Werribee, 3030
Westby, 3579
Sugarloaf Creek, 3658
Marcus Hill, 3222
Coolaroo, 3048
Gentle Annie, 3833
Naring, 3636
Glenmaggie, 3858
Staughton Vale, 3221
Boort, 3537
Baw Baw Village, 3833
Tinamba, 3859
Creek View, 3551
Toorak, 3142
Brimboal, 3312
Cobungra, 3898
Hiawatha, 3971
Gredgwin, 3537
Mount Franklin, 3461
St James, 3727
Licola North, 3858
Balnarring Beach, 3926
Killarney, 3283
Mosquito Creek, 3551
Beaconsfield, 3807
Moranding, 3764
Bealiba, 3475
Grovedale, 3216
Bentleigh, 3204
Cranbourne West, 3977
Burwood, 3125
Aspendale Gardens, 3195
Chinkapook, 3546
Dreeite South, 3249
Gnotuk, 3260
Powlett Plains, 3517
Bamawm, 3561
Woohlpooer, 3314
Roses Gap, 3385
Tyrrell Downs, 3533
Hopetoun Park, 3340
Dunolly, 3472
Bundalong South, 3730
La Trobe University, 3083
Brookfield, 3338
Barkly, 3381
Badger Creek, 3777
Frenchmans, 3384
Buln Buln, 3821
Brumby, 3885
Forbes, 3764
Morrl Morrl, 3387
Cann River, 3890
Neilborough, 3570
Yarraville, 3013
Beauchamp, 3579
Boolite, 3480
Tallygaroopna, 3634
Surrey Hills, 3127
Tower Hill, 3283
Belgrave South, 3160
Millbrook, 3352
Piries, 3723
Longwarry North, 3816
Middle Tarwin, 3956
Nirranda South, 3268
Tarrayoukyan, 3315
Telford, 3730
Vasey, 3407
Humevale, 3757
Bayswater, 3153
Teal Point, 3579
Murrindal, 3885
Garibaldi, 3352
Rathscar, 3465
The Sisters, 3265
Hazelwood North, 3840
Glenaire, 3238
Mickleham, 3064
Moyston, 3377
Pascoe Vale South, 3044
Woodford, 3281
Botanic Ridge, 3977
Moorabbin, 3189
California Gully, 3556
Korong Vale, 3520
Cullen, 3568
Wye River, 3221
Kingsville West, 3012
Greta West, 3675
Hampton Park, 3976
The Fingerboard, 3864
Somers, 3927
Murchison, 3610
Morton Plains, 3482
Mininera, 3351
Bears Lagoon, 3517
Coatesville, 3165
Purnim, 3278
Moondarra, 3825
Ashburton, 3147
Tyntynder, 3586
Bendigo, 3550
Shays Flat, 3384
Rubicon, 3712
Wandong, 3758
Murmungee, 3747
Maidstone, 3012
Inverleigh, 3321
Monomeith, 3984
Tyrendarra, 3285
Dooen, 3401
Loch Sport, 3851
Killawarra, 3678
Warne, 3530
Echuca Village, 3564
Yendon, 3352
Langwarrin South, 3911
Monomak, 3860
Foxhow, 3323
Narraport, 3483
Marionvale, 3634
Camberwell West, 3124
Cherokee, 3434
Nirranda, 3268
Aberfeldie, 3040
Caniambo, 3630
Rosebrook, 3285
Lillimur, 3420
Barwon Downs, 3243
Wattle Bank, 3995
Hunterston, 3971
Boola, 3825
French Island, 3921
Grantville, 3984
Houston, 3128
Tantaraboo, 3764
Coimadai, 3340
Stawell, 3380
Wantirna, 3152
Morwell Upper, 3840
Beaufort, 3373
Barooga, 3644
Nullawarre North, 3268
Soldiers Hill, 3350
Strath Creek, 3658
Mildura Centre Plaza, 3501
Wonga, 3960
Mckenzie Hill, 3451
Castleburn, 3862
Maroona, 3377
Olinda, 3788
Miners Rest, 3352
Whorouly South, 3735
Taroon, 3265
Ringwood North, 3134
Bellellen, 3380
Wedderburn, 3518
Wooroonook, 3525
Toolamba, 3614
Chadstone Centre, 3148
Caulfield Junction, 3161
Indented Head, 3223
Golden Gully, 3555
Mailors Flat, 3275
